player_id,player_name,Age,nationality,position,team_id,team_name,stats_id,established_year,coach_name,home_city,match_id,date,location,teamId_A,teamId_B,Score_A,Score_B,match_attendance,Goals,matches_played,tournament_Id,tournament_name,tournament_startDate,tournament_endDate,winner_teamId,VenueId,VenueName,capacity,SponsorshipId,SponsorName,ContractAmt,ContractStartDate,ContractEndDate,Injury_Id,InjuryDescription,InjuryDate,RecoveryTime,sale_id,item_id,SaleDate,Quantity,TotalSaleAmt,item_name,Price,StockQuantity
833,Lenora Tamsett,35,China,Defender,7,Bears,7425,1959,Pauletta Gatfield,Hanyuan,453,09-11-2024,Junliangcheng,2,89,9,2,29324,1,90,54,Supreme Showdown Series,12-06-1997,05/23/2015,6,23,Diamond Dome,68055,19,Alphonso Glasman,7504167,11/30/2002,02/26/2024,20,Hip Flexor Strain,04/30/2015,9,294,5,08/18/1984,38,24827,Coach Clipboard,481,9321
834,Hi Nettles,42,Cameroon,Forward,1,Tigers,9683,1945,Gweneth Verissimo,Ngaoundéré,264,12-08-2009,Shreveport,88,64,1,3,65852,2,41,39,Supreme Showdown Series,04-08-1982,11/23/1980,2,49,Starlight Park,40975,55,Fanny Habbema,7115982,09/27/1993,08/20/2011,7,Plantar Fasciitis,12/30/2004,11,515,1,05-10-1993,171,49054,Soccer Ball,987,7003
835,Gamaliel Langwade,44,Brazil,Midfielder,53,Panthers,7069,1952,Daniel Mannix,Biguaçu,776,06-03-1989,Lugang,57,87,10,2,78930,3,34,45,Legendary Battle Royale,02/13/1997,11/16/2017,9,40,Magical Mall,51118,15,Carola Tiuit,8449155,11/29/1998,11/13/2022,1,Groin Strain,03/18/2002,5,418,5,10/27/2020,179,10130,Referee Whistle,287,7552
836,Franklyn Klimkiewich,20,Peru,Midfielder,46,Wolves,1850,1955,Tiphani Lawling,Nueva Requena,280,01/13/2020,Derzhavīnsk,47,24,2,1,81442,3,72,91,Master's Duel,09/20/1999,08-09-2024,9,28,Moonlight Arena,34884,8,Symon Daniel,911729,07/19/1993,01-07-1993,2,Knee Injury,05-04-1999,6,825,4,03/29/2018,636,66246,Team Scarf,575,3599
837,Scottie Dunkerly,46,Indonesia,Goalkeeper,41,Wolves,170,1959,Bernardo Girhard,Basa,711,12/30/2000,Berlín,13,65,3,1,79777,10,96,84,Supreme Showdown Series,03-02-1983,06/30/2009,8,5,Mythical Mountain,66648,92,Essy Jefferys,9950212,10/27/2003,01/19/2022,20,Neck Strain,11-11-2005,6,304,2,04/18/2016,162,34648,Water Bottle Holder,283,6821
838,Catharine Bohea,19,Azerbaijan,Forward,66,Dragons,2176,1943,Harmony Aingel,Şuraabad,881,05/31/2012,Madura,15,42,2,7,48479,8,71,98,Epic Clash Challenge,07-10-1989,07-12-2017,4,20,Wonderland Stadium,26071,4,Robena Marden,8864487,04/24/2014,04/27/2012,9,Elbow Tendonitis,06/17/1988,2,728,9,09/27/1995,708,62945,Soccer Ball,630,6621
839,Arabella De Cruce,34,Poland,Forward,33,Eagles,8949,2020,Estell Darwin,Borek,281,02-03-2015,Ituiutaba,2,55,2,4,88015,5,15,38,Champion's Cup,07-02-1984,01/23/1989,8,26,Dreamland Dome,26164,93,Kym Highwood,9038443,02/27/1984,11/30/1987,20,Turf Toe,05-11-1996,8,399,1,05-01-2009,987,91477,Training Cones,285,8047
840,Abelard Cunningham,26,China,Forward,90,Sharks,387,1967,Boyd Michallat,Wu’erbu Baolige,47,12/30/2001,Portland,68,32,6,2,52087,8,89,4,Supreme Showdown Series,02/22/1990,03/15/2002,6,29,Heroic Hall,68390,54,Oriana Urch,1788016,02-05-1993,09-05-1988,20,Shin Splints,04-10-2019,2,201,6,08-09-1982,291,63103,Team Scarf,939,2095
841,Giffard Vanyushkin,37,Czech Republic,Defender,75,Thunder,6584,1982,Nicki Whyteman,Lučina,555,03/24/2013,Naga,82,82,9,9,43742,1,64,25,Legendary Battle Royale,06/28/2021,07-11-2000,6,15,Azure Arena,27771,60,Blondy Whatson,9726150,09/24/1996,01/22/2013,20,Calf Strain,07/29/2002,9,322,9,01/20/1992,298,13964,Training Cones,714,7953
842,Paton Meert,17,Albania,Defender,39,Lions,7892,2007,Samuele Blench,Xibër-Murrizë,92,01/17/2002,Kutasari,43,17,1,9,14391,10,13,22,Gladiator Games,06/17/1998,07-07-1992,10,21,Whimsical Woods,55124,52,Nappy Witz,6562023,06/27/2007,04/14/2019,13,Broken Arm,09-07-2007,11,464,3,11-10-1986,611,9264,Team Scarf,477,4000
843,Peadar Lorente,30,Philippines,Forward,87,Thunder,1296,1942,Susanetta Tivers,Pasacao,486,07-06-1995,Tsaratanana,31,76,10,9,61411,3,83,33,Epic Clash Challenge,04/27/2017,03-12-2018,1,23,Copper Coliseum,54078,47,Paddy Tweed,326609,04-10-2011,01/31/2024,10,Shin Splints,11/19/2000,5,812,2,06/15/2012,877,15904,Sweatband Set,524,9276
844,Onida Stanyland,31,Bulgaria,Defender,64,Thunder,5116,1943,Andi Olivier,Shipka,929,07-09-2011,Lanhas,36,89,3,2,42996,3,41,47,Mega Masters Tournament,06-05-2015,07-03-1998,9,10,Copper Coliseum,1510,81,Zebulon Emps,610259,05/25/2013,09-08-1992,16,Hip Flexor Strain,01-01-1989,3,789,6,05/26/2016,397,63337,Water Bottle Holder,128,1242
845,Kevyn Pareman,19,Indonesia,Defender,99,Lions,4862,1984,Josefina Rothera,Temanjang,372,10-06-1994,Sergokala,71,8,10,10,50416,8,64,9,Ultimate Warrior Showdown,06-09-2001,03/26/2019,7,24,Mythical Meadow,24827,85,Vin Almon,3672319,11/15/2013,06/28/2015,15,Shoulder Dislocation,03-10-1995,4,255,10,11-08-2018,758,88871,Sweatband Set,944,5956
846,Russell Greenier,43,China,Defender,32,Bears,4073,2006,Tatiania Sauter,Yanjiang,890,12-03-1983,Pagelaran,99,45,4,2,15344,10,62,46,Gladiator Games,09-08-2017,12-10-1991,7,9,Bronze Bowl,23891,58,Waverly Perton,372878,04-03-2021,08/18/2018,8,Torn ACL,04/22/2020,2,294,6,03/31/2012,123,77772,Team Scarf,843,5196
847,Latrina Bulch,20,Indonesia,Midfielder,70,Wolves,1182,1975,Haslett Draijer,Kebonagung,162,01-02-1993,São João dos Patos,94,86,10,4,13498,9,7,12,Ultimate Showdown,10/30/1985,04/29/2022,2,8,Starlight Park,44188,47,Gearard Elstow,8655963,12-03-1999,08/24/1995,3,Knee Injury,01-02-1991,11,303,9,07/16/1986,395,12915,Stadium Seat Cushion,820,3801
848,Kelley Fairlem,15,Saudi Arabia,Defender,88,Tigers,817,1953,Cassie Wilden,Şafwá,913,04-02-1988,Courbevoie,84,54,8,9,36771,8,85,6,Elite Championship Challenge,05/27/2008,02/13/2020,4,14,Steel Stadium,85078,30,Onofredo Digance,8035579,04/23/2005,02/23/2014,11,Plantar Fasciitis,11/24/2010,4,366,2,07/26/2008,257,65209,Stadium Seat Cushion,152,638
849,Tawsha Delamere,47,Latvia,Defender,57,Bears,7567,1943,Shelba Colles,Kandava,861,01-02-2014,Koh Tao,36,80,8,5,94855,9,71,26,Gladiator Games,04/26/2001,06-06-2022,8,3,Fairytale Park,53568,71,Liliane Brazener,8932036,05/25/1997,10-01-2006,8,Rib Contusion,12/29/2013,7,252,8,04-11-1986,517,14623,Football Jersey,880,2834
850,Nananne Izhaky,25,Indonesia,Midfielder,24,Thunder,9331,1952,Tommy Sarsons,Kaca,685,06/28/1980,Yanshi,86,77,3,8,69250,1,7,76,Champion's Cup,02/25/1985,06/21/2000,5,10,Titanium Terrace,77557,81,Elfie Abel,6948947,10/22/2013,07/30/2014,9,Neck Strain,07-01-2017,9,600,7,11/18/1995,367,47653,Goalkeeper Gloves,899,5632
851,Bayard Kenington,19,Philippines,Midfielder,71,Tigers,1173,1997,Rosaleen Mepsted,Baculongan,419,10/14/2013,Hüremt,54,23,4,8,8814,0,36,21,Gladiator Games,08-08-2020,11-07-2021,9,31,Whimsical Woods,89292,91,Park Vickarman,4433181,06-03-2008,09/21/2008,5,Hip Flexor Strain,12-11-2006,10,265,10,02/27/1996,823,46420,Soccer Ball,868,8346
852,Nikos Osboldstone,18,Mongolia,Defender,87,Eagles,8620,1945,Grata Scupham,Hüremt,57,09/26/1992,Comalapa,18,23,6,4,99185,10,31,20,Grand Arena Showdown,01/31/1997,07-08-2019,5,34,Amber Arena,48008,34,Oby Josiah,6873074,06/27/2017,11-08-2002,5,Rib Contusion,02/26/1992,8,719,8,07/29/2003,114,65113,Stadium Seat Cushion,394,1808
853,Charleen Chillcot,28,China,Goalkeeper,34,Thunder,2003,2020,Veriee Mougin,Wudan,513,10/30/2004,Cortiços,70,63,1,1,10878,10,34,12,Champion's Cup,11/14/1998,02-05-1997,9,29,Azure Arena,67904,5,Homerus Nolte,7586264,07/31/2023,01/16/2015,10,Shin Splints,02/28/2002,8,435,7,09/19/2019,564,40925,Stadium Seat Cushion,986,7918
854,Jodie Jerome,33,Kazakhstan,Forward,41,Wolves,1702,1966,Esteban Chason,Moyynkum,352,05/19/2010,Jawornik,23,36,5,9,59505,2,69,99,Grand Arena Showdown,10/24/1990,10-01-1980,3,31,Bronze Bowl,91008,21,Janel Srutton,1601686,04/27/2011,02/26/2023,6,Rib Contusion,08/15/1983,6,963,1,09-08-1993,591,41991,Team Scarf,167,7372
855,Jacobo Dinnage,32,Russia,Goalkeeper,29,Sharks,2297,1988,Bella Dutteridge,Karaidel’,112,05-09-2019,Kedungwringin Satu,83,27,2,10,53625,10,72,55,Gladiator Games,10-11-1986,01/16/1987,3,11,Mystic Meadow,7350,38,Omar Hance,6720782,10/16/1997,04-11-2001,16,Broken Arm,09/23/1991,3,42,3,11/14/2003,370,91020,Coach Clipboard,169,9992
856,Heddie Woods,19,South Africa,Midfielder,68,Falcons,4166,1977,Berni Sycamore,Mossel Bay,726,04/20/1990,Al Minyā,14,96,7,4,49751,10,77,13,Gladiator Games,12-01-2023,09/21/1993,8,11,Starlight Park,18890,37,Noe McMakin,1502900,05/21/2019,12-01-1996,15,Concussion,05-08-2023,8,297,3,05/18/1984,437,86047,Stadium Seat Cushion,248,2664
857,Wynn Iohananof,42,Russia,Midfielder,40,Eagles,4367,2018,Vita Hambly,Kavalerovo,646,02-01-2001,Neundeut,37,55,1,2,2819,7,76,18,Battle Royale Bash,02-05-1995,01/15/2017,9,36,Sapphire Stadium,41195,15,Heall Dutt,4957457,01/24/2022,06/25/1996,9,Turf Toe,10-08-2012,7,385,1,06/24/1993,753,54921,Referee Whistle,521,4843
858,Lilias Goley,39,Canada,Defender,23,Bears,489,1957,Adan Mersh,Okanagan,64,12-01-1992,Aoji-ri,56,93,10,10,19326,8,33,34,Supreme Showdown Series,10/31/2022,05-03-1986,5,22,Mythical Maze,59396,69,Neddy Minards,1354535,07/14/1984,09-10-2015,14,Turf Toe,04/14/2006,5,967,8,09/23/1981,993,59327,Football Jersey,364,3776
859,Ramon Battany,36,Brazil,Midfielder,78,Wolves,2973,2010,Etheline Pudsey,Volta Redonda,187,05/20/2002,Tamaulipas,75,24,6,9,70190,0,12,52,Grand Arena Showdown,09-11-2010,06/25/2010,6,27,Platinum Pavilion,25562,23,Dorey Tarte,6006716,11/20/1983,06/22/2007,10,Pulled Quad,10/17/2011,5,385,4,01-09-2024,359,77311,Referee Whistle,723,7990
860,Keeley Viggars,37,Greece,Goalkeeper,50,Falcons,5638,2001,Reggie Venney,Néa Ankhíalos,269,02/13/2006,Zelenograd,90,4,5,5,21317,6,61,83,Ultimate Warrior Showdown,01/25/1998,11/30/2007,1,1,Emerald Gardens,29434,59,Morna Arrighini,4780786,06/25/2011,07/30/2011,20,Turf Toe,01-04-1994,8,633,6,02/21/2011,725,40495,Football Jersey,732,5254
861,Stanley Cheeke,14,Russia,Defender,90,Sharks,8261,2015,Lion Kubat,Reshetnikovo,801,06-03-2009,Sunan,63,10,10,3,55855,5,35,13,Epic Clash Challenge,04-09-2019,10/20/1980,1,3,Sunset Stadium,28531,14,Rudyard Kyneton,2313699,01-02-2011,03/16/2009,6,Ankle Sprain,07-02-2012,4,909,4,05-01-2001,932,48009,Coach Clipboard,917,3980
862,Archer Marjot,15,France,Forward,16,Falcons,6461,1979,Lindsay Rippen,Lille,292,06/21/1982,Rive-de-Gier,84,1,1,8,97540,8,84,17,Supreme Showdown Series,02/25/2021,05-07-2021,8,31,Starlight Park,94084,31,Nelson Loweth,3766399,01-03-2009,06/14/1996,6,Rib Contusion,09-03-2022,10,458,9,12-09-1989,498,95025,Stadium Seat Cushion,869,4515
863,Jakob Doddridge,26,Indonesia,Midfielder,95,Sharks,2856,1976,Skipper Braisby,Gunungtua,84,06/13/2005,Tønsberg,73,29,9,10,58288,1,49,73,Ultimate Showdown,04-05-1994,07/31/1991,10,33,Fantasy Field,19253,11,Renate Twentyman,5093343,07/30/2011,11-04-1982,1,Pulled Quad,04-09-1990,6,283,1,11/15/1992,936,78002,Training Cones,325,6153
864,Valencia Preene,40,Brazil,Forward,92,Bears,9232,1956,Giustina Filan,Bambuí,63,06/24/1983,Langtad,20,98,8,9,93935,8,79,100,Supreme Showdown Series,12/16/2011,08/26/1997,9,20,Pearl Park,20123,8,Prudy Beasleigh,5824363,12/25/2000,02/15/1998,1,Rib Contusion,06-04-1989,4,462,3,03/26/2003,113,8164,Football Jersey,457,3944
865,Renaud Cayser,45,China,Defender,51,Bears,615,1960,Consalve Larrad,Yoiqag,256,09/25/1982,Tenggong,84,69,5,10,68696,7,88,10,Mega Masters Tournament,07/30/1992,12-05-2018,2,12,Steel Stadium,69242,65,Betteanne Huyghe,5093095,02/14/1996,10-12-1999,5,Wrist Sprain,03-04-1986,4,661,7,12-02-2020,40,24856,Football Jersey,377,2258
866,Ernest Wewell,31,Indonesia,Forward,88,Dragons,4018,2016,Bari Lawtey,Peranap,413,02/17/1984,Besao,18,99,5,2,62140,5,43,71,Grand Arena Showdown,04/24/1999,11/30/1984,4,45,Wonderland Stadium,20306,18,Christiano Harwell,5402638,07-08-1985,06/29/1986,11,Pulled Quad,10-04-1991,9,117,8,12-10-1992,927,79059,Stadium Seat Cushion,308,6732
867,Braden Hebble,28,Martinique,Midfielder,66,Eagles,4573,2018,Gratia Lemar,Le Lamentin,813,04-08-1993,Krasnogorsk,36,89,7,4,7707,7,50,25,Mega Masters Tournament,09-12-2009,09/22/2020,8,34,Galactic Gardens,74677,74,Yasmin McAughtrie,3965874,02/26/1987,02/14/2018,15,Neck Strain,05/17/2019,1,589,10,12/18/1989,176,27200,Sweatband Set,983,8781
868,Corella Reeken,37,Russia,Midfielder,8,Thunder,1470,1950,Justen Cowterd,Kovrov,976,12/23/2000,Taxisco,83,74,8,8,35262,2,85,23,Gladiator Games,09/25/1982,09-12-1982,9,12,Sapphire Stadium,14824,30,Eadith Volante,2796733,06-05-1995,02/16/2005,13,Calf Strain,07/24/1996,1,548,8,10-09-1983,5,60645,Soccer Ball,527,4909
869,Jon Doget,32,China,Defender,93,Dragons,5838,1990,Gilligan Kas,Laixi,906,09-06-2019,Lantian,95,50,10,1,68616,8,40,88,Supreme Showdown Series,09-03-1986,08-03-1984,6,40,Crimson Court,70402,23,Vikki Archbald,2914061,09/24/1994,04-03-2003,17,Elbow Tendonitis,07-02-2022,9,414,8,12/17/2023,373,5399,Sweatband Set,662,1952
870,Ladonna Smeed,47,France,Goalkeeper,88,Bears,9995,1999,Corbet McNaughton,Blois,885,05-02-2004,Bílovec,87,34,7,2,58338,4,49,11,Champion's Cup,07-11-2021,01/27/2005,3,36,Azure Arena,21681,39,Ashlee Degan,8666659,10-08-2008,10/20/1999,2,Calf Strain,02/13/1990,5,788,9,05-06-1985,895,10813,Coach Clipboard,909,9798
871,Toby Larner,32,Macedonia,Defender,36,Falcons,8818,1963,Vivie Sargint,Golema Rečica,805,12/17/1982,Kaliro,49,66,2,1,91798,0,88,41,Gladiator Games,10/13/2013,09/13/2020,5,33,Heroic Hall,98465,55,Johny Elijah,631178,04-06-2019,11/22/2018,6,Broken Arm,06/18/1998,12,17,1,01/23/1990,927,17735,Sweatband Set,105,5625
872,Babbette Whiteson,29,Burkina Faso,Goalkeeper,67,Dragons,3010,2022,Barbe Crippes,Banfora,674,03/17/2001,Mayo,100,35,10,7,37637,3,64,90,Ultimate Warrior Showdown,11/28/2006,06-07-1991,1,21,Mythical Marsh,85950,43,Hyatt Woltering,4275520,06/30/2003,11-12-1982,8,Torn ACL,05/20/2001,7,960,5,09/18/2020,869,51498,Sweatband Set,325,4501
873,Domenico Haselgrove,29,Russia,Midfielder,66,Sharks,3332,1953,Royce MacCurley,Kropotkin,721,03-06-2014,Krian,56,36,3,7,24003,2,4,83,Legendary Battle Royale,11/20/1993,03-10-1995,7,8,Epic Stadium,7522,42,Domeniga Maberley,8084980,05/20/2012,05-10-2013,12,Hamstring,08-05-1986,1,374,9,11/25/2021,874,38754,Stadium Seat Cushion,766,2188
874,Tiphany Gerriessen,14,China,Midfielder,21,Sharks,947,2008,Daron Roantree,Maoping,500,03/16/1991,Margos,21,38,8,10,38271,4,28,49,Gladiator Games,04/18/1994,02-04-1999,6,18,Steel Stadium,30506,98,Marline McKenzie,8350693,05-10-1990,05-07-2017,9,Concussion,08/20/1991,2,461,8,09-10-1994,239,27107,Soccer Ball,739,6374
875,Cesya Shearn,30,Russia,Forward,9,Wolves,9458,1970,Lind Bussons,Sovetsk,318,02/26/2016,Staritsa,45,33,4,5,56738,10,91,42,Elite Championship Challenge,01/14/2013,01/24/2016,10,37,Epic Stadium,84166,100,Arline Wroe,535752,12/21/2023,03-04-2012,14,Hamstring,06/20/2023,3,22,1,05/19/1981,902,75282,Referee Whistle,526,2759
876,Caro Ciccetti,44,Philippines,Defender,6,Panthers,4194,2019,Garry Gonning,Sionogan,824,04/27/2021,Cangkuang,89,81,10,4,37804,8,88,7,Legendary Battle Royale,05/23/1986,05-05-2005,4,10,Ivory Field,87055,35,Igor Figger,2974217,10/16/1981,01/29/1981,10,Facial Laceration,07/26/2008,7,274,10,05/14/2019,884,14172,Goalkeeper Gloves,582,4838
877,Ardeen Devin,37,Estonia,Forward,26,Dragons,298,1988,Dina Wadwell,Sauga,611,06/15/1990,Sumuragung,54,35,1,8,8773,6,86,38,Champion's Cup,04-08-1985,12/14/1981,4,45,Neon Nexus,21244,27,Thia Hagan,1436737,09/26/1981,07/15/2020,7,Hamstring,10-05-2003,8,858,6,01-04-2004,772,65665,Stadium Seat Cushion,723,9733
878,Livvie Sargint,34,China,Midfielder,43,Wolves,5848,2010,Newton Codlin,Sanhe,590,08/22/2014,Ipu,94,55,3,3,57352,10,16,86,Gladiator Games,08/14/2020,10-09-1990,4,41,Sapphire Stadium,27756,37,Gracia Van Cassel,9516757,07/14/1987,10/24/2022,14,Wrist Sprain,01/18/1998,8,272,9,11-07-2015,508,89729,Stadium Seat Cushion,304,2961
879,Callean Bellini,45,Cameroon,Forward,58,Bears,8233,1988,Jarad Duxbarry,Doumé,745,04-01-2013,Kristianstad,88,35,3,3,77905,0,5,36,Supreme Showdown Series,04-08-1994,03-12-1990,2,2,Fairytale Park,18199,38,Christina Simonnet,6630062,03/21/1984,02/13/1986,3,Hip Flexor Strain,09/26/1993,3,36,7,09/24/2013,77,48053,Training Cones,939,4848
880,Farica McLewd,32,Indonesia,Defender,18,Eagles,5006,1995,Eugenio Matteoni,Fatufaun,853,11/14/1999,Maanĭt,89,74,5,1,1575,6,69,46,Ultimate Warrior Showdown,11/14/1996,09/22/1999,4,50,Neon Nexus,47775,77,Kendal Sargint,5334477,02-06-1986,03/27/2013,8,Neck Strain,08/13/1994,1,930,5,10-08-1983,366,13319,Referee Whistle,126,2496
881,Dora Sketch,37,Gabon,Defender,24,Bears,8379,2015,Romona Shuter,Cocobeach,188,04-04-1994,Carolina,89,59,10,1,92243,7,72,15,Epic Clash Challenge,05-06-1998,06-09-1989,6,40,Diamond Dome,94193,27,Dinnie Van Cassel,2572895,05/14/2002,11/24/2018,3,Concussion,03/26/2019,2,6,3,01/27/1989,458,54568,Water Bottle Holder,699,9074
882,Kelci Vennings,50,China,Midfielder,56,Panthers,3821,1943,Freida Steven,Xekar,726,08/29/2023,Comapa,36,80,5,6,46842,1,44,12,Champion's Cup,11-08-2017,07/21/1999,8,25,Fairytale Park,72623,72,Waverly Melrose,1238467,07-05-1986,08-01-2016,1,Broken Arm,03-02-2019,12,534,6,02/18/2024,126,48130,Goalkeeper Gloves,816,3818
883,Elisabeth Borgnet,29,Colombia,Midfielder,58,Dragons,5875,2002,Della Penella,El Playón,321,10-10-2014,Moluo,5,69,9,1,23810,4,39,81,Ultimate Showdown,05/26/1989,04/22/2007,3,36,Platinum Pavilion,28577,84,Seamus Layus,843476,09/13/2007,09/25/2024,11,Ankle Sprain,05/24/1989,4,5,4,01/15/1982,100,40199,Goalkeeper Gloves,497,9362
884,Sterne Gabler,43,Brazil,Goalkeeper,38,Falcons,1413,1994,Chancey Guildford,Ipueiras,712,08-08-1984,Yumbel,29,66,7,1,49980,7,57,91,Ultimate Showdown,07-12-1986,11-11-2023,6,32,Topaz Terrace,7228,75,Mandel Gedge,2972313,04-09-2001,12/21/1983,18,Achilles Tendonitis,12/20/1983,3,308,6,07/16/2002,605,33719,Water Bottle Holder,812,5770
885,Dukie Manwell,42,Poland,Goalkeeper,73,Thunder,8148,1952,Brewer Toal,Latowicz,797,01/31/1995,Hebi,11,59,1,8,98089,6,51,60,Supreme Showdown Series,07-05-1993,06/26/1992,5,7,Brass Ballpark,54531,61,Hedvige Trussell,7573849,08/27/2023,12/30/1988,16,Facial Laceration,11/17/1983,8,552,4,10/17/2019,879,56963,Referee Whistle,224,2161
886,Jerad Ugolini,35,China,Defender,62,Thunder,67,1971,Annissa Kibby,Huangpo,638,03-08-2010,Ballsh,100,83,4,7,98097,6,48,21,Master's Duel,03/13/1980,08/30/1994,2,39,Ruby Ridge Arena,92046,44,Eachelle Antonescu,6589594,02-11-1996,05/23/2013,18,Wrist Sprain,04/24/2023,1,618,2,04/30/1989,690,2439,Goalkeeper Gloves,847,2823
887,Cordey Blaney,23,Sweden,Defender,3,Falcons,6521,1956,Matty Rostern,Stockholm,228,04-03-1998,Stari Grad,37,13,4,2,20146,6,30,16,Grand Arena Showdown,11/21/1989,12/21/1987,4,4,Steel Stadium,51938,33,D'arcy Keedy,8409738,07/17/2009,02-04-1999,6,Concussion,06-02-1988,10,751,1,11/25/1988,759,46720,Coach Clipboard,433,4747
888,Trixi Di Boldi,33,Russia,Defender,6,Wolves,4660,2020,Gerry Gosalvez,Krasnyy Kholm,397,01/18/2005,Nūr,74,63,7,6,35851,10,9,89,Battle Royale Bash,05/23/2013,11/28/1997,6,8,Starlight Park,57706,88,Kleon Crutch,9540135,01-10-2005,07-04-2019,3,Concussion,09/29/2002,3,120,1,10/29/1982,881,89530,Team Scarf,313,5092
889,Josefa Pavlata,31,Indonesia,Forward,54,Thunder,3378,1987,Jacky Heiss,Banjar Kelodan,145,12/29/2009,Casablanca,15,39,2,1,84616,6,61,96,Epic Clash Challenge,07/17/2002,07/28/1982,3,36,Fantasy Field,85874,41,Skye Dirr,8132117,07/17/2023,08/23/2000,2,Facial Laceration,11-05-2023,11,478,2,08/31/1995,690,6366,Goalkeeper Gloves,394,2808
890,Mercedes Tringham,46,Portugal,Forward,22,Thunder,6840,1988,Petr Morsey,Elvas,700,11-03-2016,Yurkivka,83,52,5,9,46061,0,87,66,Supreme Showdown Series,04/17/2000,07-10-1993,10,35,Whimsical Woods,88629,9,Vladimir Breckenridge,7175231,06-02-2016,01/14/1999,6,Rib Contusion,09/18/2018,6,718,1,02-08-1988,900,95660,Training Cones,982,8207
891,Winn Glashby,40,Brazil,Midfielder,30,Falcons,4588,2002,Saxe McLleese,Fonte Boa,454,12/21/1991,Hortolândia,42,78,10,9,94383,10,53,51,Legendary Battle Royale,07-12-2009,04-03-1986,7,44,Heroic Hall,65958,82,Shelia Ratke,1048559,07-03-1996,07-07-2013,1,Plantar Fasciitis,01/21/2017,11,102,2,11/19/1993,473,73831,Referee Whistle,341,4540
892,Andrej Gerner,37,Armenia,Defender,93,Dragons,9720,2013,Whit Deverall,Tsaghkahovit,732,12/26/2019,Vaiņode,81,43,5,7,77194,6,58,30,Elite Championship Challenge,03/21/1992,09/28/2001,2,21,Emerald Gardens,21867,99,Cammy Attenburrow,3146251,04-10-2013,12/30/1997,7,Facial Laceration,08/23/2005,2,806,8,02/28/2022,941,89001,Referee Whistle,482,2518
893,Vanya Rigbye,45,China,Defender,6,Thunder,5011,2010,Vance Lambden,Xiangfu,488,08-02-2005,‘Uqayribāt,98,5,3,9,69071,4,79,23,Battle Royale Bash,01-04-1994,01-10-2021,3,8,Obsidian Oval,69850,97,Cookie Enric,9820768,10/29/2021,03/22/2015,3,Facial Laceration,05/17/1989,7,586,10,12-05-2014,327,41534,Soccer Ball,218,3566
894,Lynne Bullocke,45,Tanzania,Defender,70,Sharks,9726,1960,Hope McArd,Uyovu,838,04-05-2002,Novogireyevo,88,1,4,2,90216,5,58,35,Gladiator Games,08/23/2002,02/20/1983,3,27,Pearl Park,80862,58,Deb Goldsworthy,743653,05/16/1991,03-11-1984,7,Plantar Fasciitis,03-09-1999,8,471,4,12/15/1981,15,97422,Referee Whistle,910,7904
895,Una Marl,48,Brazil,Defender,43,Tigers,5317,1954,Herrick Spadotto,Itaocara,266,10/16/2021,Grajaú,36,49,2,6,35128,6,66,6,Ultimate Showdown,10/16/1985,02/27/2019,7,26,Celestial Court,76904,50,Alida Parnell,1000720,05/20/1994,11-04-1983,5,Rib Contusion,05/29/1984,5,748,1,11/26/2021,204,73174,Water Bottle Holder,848,495
896,Olympie Trangmar,23,China,Midfielder,97,Thunder,2091,2019,Waylon Baird,Sanli,549,11-10-1991,Bom Jesus da Lapa,95,62,7,3,30999,2,49,76,Champion's Cup,04/26/2000,07-02-2017,1,19,Platinum Pavilion,56902,4,Sergio Marginson,1462943,04/22/1996,04-03-2012,2,Knee Injury,08-09-1980,1,830,6,12-02-2009,101,62330,Goalkeeper Gloves,268,5481
897,Gabriela Runcie,14,Dominican Republic,Defender,65,Panthers,9349,1955,Nancey Condy,Arroyo Salado,833,07-12-2015,Pampa del Infierno,78,3,7,7,56775,6,24,26,Ultimate Warrior Showdown,09-06-1988,10/13/1980,8,34,Moonlight Arena,2584,9,Oona Barnard,2905286,01-01-1994,04/18/2016,1,Shin Splints,01-02-2024,10,129,10,02/24/2018,686,17062,Football Jersey,404,3025
898,Jorie Slowgrove,43,China,Forward,37,Falcons,3628,1943,Anni Hoxey,Wanxian,364,01-11-2004,Amado Nervo,83,77,10,5,8184,6,39,71,Elite Championship Challenge,02-05-2013,03/25/1986,8,45,Celestial Court,69506,19,Mathew Bonhan,8646832,11-05-2003,09-02-1983,8,Calf Strain,02/18/2004,9,939,6,02/22/1980,52,50156,Football Jersey,734,1987
899,Radcliffe Luker,17,Indonesia,Forward,89,Bears,6782,1971,Frederic Covey,Seren Barat,123,10-05-2011,Fonte Boa dos Nabos,47,54,8,4,52223,10,51,17,Grand Arena Showdown,09/22/1996,05/30/2021,7,29,Dreamland Dome,53626,85,Danette Colloby,2983827,05/25/2020,09/15/2011,16,Shin Splints,05/25/2017,12,582,3,01/21/2003,735,34799,Referee Whistle,960,2557
900,Si Stanger,23,Indonesia,Defender,83,Bears,1874,1993,Maurita Straffon,Kedungsumurkrajan,396,07-12-1998,Taiping,53,55,9,3,58859,4,88,80,Grand Arena Showdown,05/18/1993,04-08-1991,8,44,Obsidian Oval,11248,55,Marylou Yanukhin,1077491,11/16/2009,08/27/1983,17,Plantar Fasciitis,10/27/1997,11,456,2,08/13/2013,598,57300,Football Jersey,619,5532
